school_number,name,motto,spirit,source_url
409070,田無,個性と能力の伸長を図り、知性と想像力を育てる。 ／ 互いに人格を尊重し、思いやりと協力の精神を培う。 ／ 身体を鍛えるとともに、たくましく豊かな情操を養う。 ／ 自ら正しく判断し、勇気と責任ある行動をする。,知識基盤社会を生きる学力を育成するとともに、学校行事や部活動などにおける活発な教育活動を通して、｢徳｣｢知｣｢体｣の調和のとれた生きる基盤を培い、将来に向けたより高い目標を定めて進路を実現する学校,https://www.metro.ed.jp/tanashi-h/our_school/education.html
409720,田無工科,社会の有為な形成者として必要な資質を培い、実践力を身につけた技術者を育成する。 ／ ◇学校の教育目標を達成するための基本方針 ／ 全教職員が一体となって学校経営計画を推進する。 ／ 重点支援校として培った様々な実績の上にさらに学校改革を一層,基礎的な学力と技能の充実を図り、実践力と豊かな創造力を兼ね備えた技術者の育成につとめる。 放課後や長期休業日などを積極的に活用して、資格取得や技能のための講習会を実施し、技術者として必要な力を養う。,https://www.metro.ed.jp/tanashikoka-h/our_school/education.html
404040,豊島,特色ある進学指導 ／ 進路探究合宿 ／ 各種ガイダンス ／ 生徒と保護者の大学訪問会,本校で定める学校経営計画には、「一段高い進路希望の実現」というキーワードがあります。進路指導部では、3年間を見通したキャリア教育を実施し、みなさんの進路意識を揺さぶることで、安易に入りやすい専門学校・入りやすい大学で妥協することのないよう、様々な工夫を凝らしていきます。最初は遥か遠くにある、雲の上の存在だった大学が、本校の特徴ある進路指導によって、きっと皆さんには近い存在となり、いずれは母校になることでしょう。そのために本校の教職員は、全力でサポートすることをお約束します。,https://www.metro.ed.jp/toshima-h/our_school/education.html
402010,戸山,幅広い教養と総合力を培う教育の推進 ／ 自主学習の推進と文「部」両道の実現 ／ 強い意志と高い志の育成 ／ グランドデザイン,自主的・創造的精神にみちた国家及び社会の有為な形成者を育成する。　幅広い教養と総合力を培う教育の推進　自主学習の推進と文「部」両道の実現　強い意志と高い志の育成,https://www.metro.ed.jp/toyama-h/our_school/education.html
403060,豊多摩,自ら学び考え行動する力と向学心を養い、学力を向上する ／ 自主・自律の精神を養い、思いやりと規範意識を育てる ／ 社会貢献の精神と広い視野に立った世界観を養成する ／ 能力や個性に応じて、的確な進路を選択する力を育成する,「平和で民主的な国家・社会の有為な形成者を育成する」　自ら学び考え行動する力と向学心を養い、学力を向上する　自主・自律の精神を養い、思いやりと規範意識を育てる　社会貢献の精神と広い視野に立った世界観を養成する　能力や個性に応じて、的確な進路を選択する力を育成する　個性や創造力を伸長し、明朗な精神と健康な身体を育成する,https://www.metro.ed.jp/toyotama-h/our_school/education.html
401410,つばさ総合,グランドデザイン (285.5KB) ／ スクール・ポリシー(157KB) ／ 教育課程表（令和６，７年度入学生用） (105.4KB) ／ 教育課程表（令和８年度入学生用） (251.8KB),時代の変化に即応する総合教育を通して、生徒の主体的な学習を促し、個性を伸長させ、国家および社会の有為な形成者として必要な資質を育成する。 生涯にわたって継続的に学習する意欲や態度を育て、自主・自律・自治の規範を持って自己実現を図れる力を培う。,https://www.metro.ed.jp/tsubasasogo-h/our_school/education.html
405060,上野,「叡智健康」 ／ グランドデザイン ／ グランドデザインPDF(464KB) ／ 東京都立上野高等学校スクール・ポリシー,「己を持するや自主、他と共にするや協調」の根本に立ち、個性の伸長に努め、自主的に行動するとともに、人格と人権を尊重して互いに協力し合う態度を身に付けさせる。さらに自律的な態度を伸長するとともに、規範意識を高め、社会の一員として社会に貢献できる人間の育成を目指す。,https://www.metro.ed.jp/ueno-h/our_school/education.html
410410,若葉総合,令和８年度年間行事予定 (236.1KB) ／ 学校のグランドデザイン ／ グランドデザインPDF(200KB) ／ ・ 2026(令和8年度)教育課程表,令和８年度：年間行事計画　・ 2026(令和8年度)教育課程表　本校は普通科に比べ、２年次以降の選択科目が多いのが特徴です,https://www.metro.ed.jp/wakabasogo-h/our_school/education.html
407260,山崎,教科主任会議を中心に学力向上について具体的な方策を検討する。 ／ 教科主任を中心にシラバスを作成し、各教科で授業規律の厳守を図る。 ／ 全教員の授業動画を年２回撮影し学校全体で共有化を進め、授業力の向上を図る。 ／ コンソーシアム会議を活か,ユネスコスクールとしてESD教育の推進拠点となる持続可能な教育実践に取組み、自らの行動に自信をつけさせ自己肯定感を高める教育活動を通して、生徒一人一人が変化する社会に柔軟に対応する力（知識・技能・思考力・判断力・表現力・コミュニケーション力）を培い、共に挑戦し学び続ける心構えが身に付いた生徒を育成する。,https://www.metro.ed.jp/yamasaki-h/our_school/education.html
401240,雪谷,学問を愛し、知性を高める ／ 体力の向上に努め、健全な心身を養う。 ／ 人権を尊重し、協調及び互助の精神を養う。 ／ 地域理解を進め、国際的視野に立って社会に貢献する人間の育成を図る。,家庭と連携し、生活指導部、学年等、組織的な指導を繰り返して、遅刻指導や高校生にふさわしい品位ある身だしなみ・マナーの指導の徹底を図る。,https://www.metro.ed.jp/yukigaya-h/our_school/education.html
